MIRNA	HOST	HOST_EXPR	HOST_TC	TARGET	TAR_EXPR	TAR_TC	DELTAG
hsa-miR-93-5p	MCM7	12.0	13	TGFB1	5.0	4	-22.03
hsa-miR-93-5p	MCM7	12.0	13	GRB2	10.0	11	-25.65
hsa-miR-93-5p	MCM7	12.0	13	CAPRIN2	5.0	19	-27.44
hsa-miR-93-5p	MCM7	12.0	13	STK17B	2.0	5	-18.18
hsa-miR-93-5p	MCM7	12.0	13	STX6	1.0	4	-14.93
hsa-miR-93-5p	MCM7	12.0	13	BTBD7	2.0	8	-16.28
hsa-miR-93-5p	MCM7	12.0	13	UPF1	10.0	13	-9.31
hsa-miR-93-5p	MCM7	12.0	13	TSG101	8.0	12	-26.93
hsa-miR-93-5p	MCM7	12.0	13	LPGAT1	5.0	4	-14.02
hsa-miR-93-5p	MCM7	12.0	13	SESN3	1.0	5	-12.15
hsa-miR-93-5p	MCM7	12.0	13	FBXO31	5.0	8	-17.2
hsa-miR-93-5p	MCM7	12.0	13	FBXO10	2.0	5	-12.4
hsa-miR-93-5p	MCM7	12.0	13	PEA15	15.0	4	-5.37
hsa-miR-93-5p	MCM7	12.0	13	NUP205	3.0	10	-13.0
hsa-miR-93-5p	MCM7	12.0	13	WDR33	3.0	5	-13.0
hsa-miR-93-5p	MCM7	12.0	13	NKIRAS1	1.0	9	-10.28
hsa-miR-93-5p	MCM7	12.0	13	CPS1	0.3	12	-12.92
hsa-miR-93-5p	MCM7	12.0	13	FAM3C	17.0	5	-10.79
hsa-miR-93-5p	MCM7	12.0	13	CAPZA2	4.0	14	-25.4
hsa-miR-93-5p	MCM7	12.0	13	MFN2	9.0	6	-16.67
hsa-miR-93-5p	MCM7	12.0	13	TMOD3	2.0	12	-25.03
hsa-miR-93-5p	MCM7	12.0	13	NRBP1	12.0	9	-13.52
hsa-miR-93-5p	MCM7	12.0	13	GPN3	3.0	10	-8.23
hsa-miR-93-5p	MCM7	12.0	13	PTRF	11.0	1	-26.8
hsa-miR-93-5p	MCM7	12.0	13	TRAM1	45.0	5	-11.75
hsa-miR-93-5p	MCM7	12.0	13	PRKACB	2.0	19	-11.22
hsa-miR-93-5p	MCM7	12.0	13	NETO2	0.3	5	-29.73
hsa-miR-93-5p	MCM7	12.0	13	HMBOX1	2.0	16	-13.36
hsa-miR-93-5p	MCM7	12.0	13	UBXN2A	1.0	5	-28.74
hsa-miR-93-5p	MCM7	12.0	13	RMND1	3.0	5	-24.87
hsa-miR-93-5p	MCM7	12.0	13	RABEP1	5.0	7	-14.92
hsa-miR-93-5p	MCM7	12.0	13	BRI3BP	2.0	1	-23.14
hsa-miR-93-5p	MCM7	12.0	13	DYRK2	2.0	6	-18.22
hsa-miR-93-5p	MCM7	12.0	13	SGTB	0.5	2	-26.76
hsa-miR-93-5p	MCM7	12.0	13	EREG	0.1	3	-16.16
hsa-miR-93-5p	MCM7	12.0	13	FOXC1	1.0	1	-10.8
hsa-miR-93-5p	MCM7	12.0	13	TNIP3	0.0	7	-20.5
hsa-miR-93-5p	MCM7	12.0	13	METTL8	0.6	17	-25.35
hsa-miR-93-5p	MCM7	12.0	13	ARPC2	10.0	18	-20.5
hsa-miR-93-5p	MCM7	12.0	13	NPM1	106.0	12	-9.6
hsa-miR-93-5p	MCM7	12.0	13	GIGYF1	17.0	4	-17.82
hsa-miR-93-5p	MCM7	12.0	13	KLF11	8.0	6	-9.41
hsa-miR-93-5p	MCM7	12.0	13	RNF44	7.0	8	-5.95
hsa-miR-93-5p	MCM7	12.0	13	NR4A1	7.0	22	-7.2
hsa-miR-93-5p	MCM7	12.0	13	PTGES3	30.0	7	-14.1
hsa-miR-93-5p	MCM7	12.0	13	ADD1	9.0	28	-25.53
hsa-miR-93-5p	MCM7	12.0	13	ANKRD50	1.0	2	-19.31
hsa-miR-93-5p	MCM7	12.0	13	POLM	5.0	18	-13.14
hsa-miR-93-5p	MCM7	12.0	13	ICAM1	2.0	5	-14.94
hsa-miR-93-5p	MCM7	12.0	13	UBE2L3	10.0	4	-10.05
hsa-miR-93-5p	MCM7	12.0	13	YWHAZ	19.0	23	-6.53
hsa-miR-93-5p	MCM7	12.0	13	LDLR	4.0	14	-25.65
hsa-miR-93-5p	MCM7	12.0	13	VTI1A	1.0	9	-12.85
hsa-miR-93-5p	MCM7	12.0	13	TNKS2	8.0	1	-21.18
hsa-miR-93-5p	MCM7	12.0	13	CBX1	7.0	6	-12.23
hsa-miR-93-5p	MCM7	12.0	13	CNOT6L	3.0	8	-11.03
hsa-miR-93-5p	MCM7	12.0	13	ACVR1B	10.0	7	-8.61
hsa-miR-93-5p	MCM7	12.0	13	SET	27.0	11	-11.38
hsa-miR-93-5p	MCM7	12.0	13	ARID4B	3.0	13	-17.72
hsa-miR-93-5p	MCM7	12.0	13	MAN1C1	0.7	8	-9.93
hsa-miR-93-5p	MCM7	12.0	13	PPTC7	3.0	2	-9.65
hsa-miR-93-5p	MCM7	12.0	13	C11orf30	1.0	18	-14.67
hsa-miR-93-5p	MCM7	12.0	13	NACC2	3.0	3	-15.76
hsa-miR-93-5p	MCM7	12.0	13	PHLPP2	0.6	7	-16.47
hsa-miR-93-5p	MCM7	12.0	13	MAP3K2	3.0	3	-18.2
hsa-miR-93-5p	MCM7	12.0	13	MORC1	0.0	2	-6.35
hsa-miR-93-5p	MCM7	12.0	13	ARHGAP35	4.0	7	-19.87
hsa-miR-93-5p	MCM7	12.0	13	CRK	8.0	4	-21.52
hsa-miR-93-5p	MCM7	12.0	13	ZNF76	6.0	11	-6.88
hsa-miR-93-5p	MCM7	12.0	13	RAP2C	5.0	5	-9.42
hsa-miR-93-5p	MCM7	12.0	13	TGFBR2	18.0	2	-12.22
hsa-miR-93-5p	MCM7	12.0	13	ZMAT3	2.0	3	-25.65
hsa-miR-93-5p	MCM7	12.0	13	SEMA4B	9.0	20	-9.54
hsa-miR-93-5p	MCM7	12.0	13	COX19	2.0	4	-25.96
hsa-miR-93-5p	MCM7	12.0	13	SP4	0.8	4	-7.91
hsa-miR-93-5p	MCM7	12.0	13	DEGS1	7.0	5	-20.5
hsa-miR-93-5p	MCM7	12.0	13	STAT3	17.0	14	-25.65
hsa-miR-93-5p	MCM7	12.0	13	CCP110	1.0	11	-10.08
hsa-miR-93-5p	MCM7	12.0	13	KIF6	0.1	8	-18.04
hsa-miR-93-5p	MCM7	12.0	13	NPAT	1.0	6	-18.54
hsa-miR-93-5p	MCM7	12.0	13	FKBP7	0.8	8	-6.9
hsa-miR-93-5p	MCM7	12.0	13	ABCA1	2.0	4	-15.62
hsa-miR-93-5p	MCM7	12.0	13	ZNF785	2.0	4	-14.88
hsa-miR-93-5p	MCM7	12.0	13	SLC2A4	0.3	5	-17.4
hsa-miR-93-5p	MCM7	12.0	13	ZNF70	0.8	1	-25.86
hsa-miR-93-5p	MCM7	12.0	13	TPM4	11.0	16	-26.4
hsa-miR-93-5p	MCM7	12.0	13	KLHL28	1.0	7	-19.65
hsa-miR-93-5p	MCM7	12.0	13	NUP98	5.0	20	-20.93
hsa-miR-93-5p	MCM7	12.0	13	LAMTOR1	14.0	8	-13.24
hsa-miR-93-5p	MCM7	12.0	13	CDHR1	0.1	7	-8.88
hsa-miR-93-5p	MCM7	12.0	13	RRN3	5.0	6	-7.64
hsa-miR-93-5p	MCM7	12.0	13	KIAA1551	3.0	8	-5.31
hsa-miR-93-5p	MCM7	12.0	13	SLC4A7	0.7	18	-10.34
hsa-miR-93-5p	MCM7	12.0	13	PBRM1	3.0	20	-13.19
hsa-miR-93-5p	MCM7	12.0	13	ZBTB7A	3.0	2	-17.48
hsa-miR-93-5p	MCM7	12.0	13	CNKSR3	1.0	6	-25.65
hsa-miR-93-5p	MCM7	12.0	13	DNAJC28	0.4	4	-14.5
hsa-miR-93-5p	MCM7	12.0	13	IFNAR1	6.0	3	-25.4
hsa-miR-93-5p	MCM7	12.0	13	SORCS2	0.3	4	-9.08
hsa-miR-93-5p	MCM7	12.0	13	STK11IP	4.0	15	-11.31
hsa-miR-93-5p	MCM7	12.0	13	ABI2	0.8	24	-24.87
hsa-miR-93-5p	MCM7	12.0	13	ZBTB41	1.0	2	-17.75
hsa-miR-93-5p	MCM7	12.0	13	TRIM8	33.0	4	-21.03
hsa-miR-93-5p	MCM7	12.0	13	XIAP	3.0	11	-26.76
hsa-miR-93-5p	MCM7	12.0	13	NCOA3	4.0	5	-19.22
hsa-miR-93-5p	MCM7	12.0	13	ZNF578	0.1	6	-5.68
hsa-miR-93-5p	MCM7	12.0	13	CCDC30	0.4	14	-25.6
hsa-miR-93-5p	MCM7	12.0	13	RMND5B	4.0	12	-6.53
hsa-miR-93-5p	MCM7	12.0	13	PKD2	5.0	7	-25.65
hsa-miR-93-5p	MCM7	12.0	13	WDR89	2.0	4	-16.83
hsa-miR-93-5p	MCM7	12.0	13	CPOX	3.0	5	-19.32
hsa-miR-93-5p	MCM7	12.0	13	E2F1	0.3	1	-14.39
hsa-miR-93-5p	MCM7	12.0	13	MAP3K13	2.0	15	-7.85
hsa-miR-93-5p	MCM7	12.0	13	ATP6V0E1	38.0	4	-14.92
hsa-miR-93-5p	MCM7	12.0	13	GATA6	9.0	2	-9.04
hsa-miR-93-5p	MCM7	12.0	13	LUZP1	1.0	5	-13.51
hsa-miR-93-5p	MCM7	12.0	13	CCDC125	1.0	7	-17.27
hsa-miR-93-5p	MCM7	12.0	13	HIP1	2.0	7	-25.65
hsa-miR-93-5p	MCM7	12.0	13	SEC23IP	4.0	8	-14.87
hsa-miR-93-5p	MCM7	12.0	13	ZNF770	4.0	2	-17.18
hsa-miR-93-5p	MCM7	12.0	13	ZNFX1	3.0	6	-25.65
hsa-miR-93-5p	MCM7	12.0	13	LASP1	14.0	9	-16.17
hsa-miR-93-5p	MCM7	12.0	13	MED12L	0.0	9	-13.65
hsa-miR-93-5p	MCM7	12.0	13	TNFAIP8L1	0.8	3	-25.65
hsa-miR-93-5p	MCM7	12.0	13	EIF2B2	3.0	7	-19.44
hsa-miR-93-5p	MCM7	12.0	13	FAM213A	5.0	6	-25.4
hsa-miR-106b-5p	MCM7	12.0	13	PRNP	9.0	4	-13.18
hsa-miR-106b-5p	MCM7	12.0	13	RPRD2	4.0	4	-19.84
hsa-miR-106b-5p	MCM7	12.0	13	AGMAT	0.3	1	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	NME6	2.0	19	-14.78
hsa-miR-106b-5p	MCM7	12.0	13	MCC	0.3	10	-9.92
hsa-miR-106b-5p	MCM7	12.0	13	UXS1	2.0	15	-13.1
hsa-miR-106b-5p	MCM7	12.0	13	UGP2	8.0	31	-7.14
hsa-miR-106b-5p	MCM7	12.0	13	GPR155	3.0	6	-22.09
hsa-miR-106b-5p	MCM7	12.0	13	NFAT5	2.0	12	-12.09
hsa-miR-106b-5p	MCM7	12.0	13	FRS2	2.0	11	-19.49
hsa-miR-106b-5p	MCM7	12.0	13	TMEM134	6.0	17	-22.0
hsa-miR-106b-5p	MCM7	12.0	13	THADA	2.0	19	-11.9
hsa-miR-106b-5p	MCM7	12.0	13	GTF2H3	2.0	14	-22.01
hsa-miR-106b-5p	MCM7	12.0	13	BTN3A2	2.0	19	-18.62
hsa-miR-106b-5p	MCM7	12.0	13	PAPD5	1.0	4	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	ZNF426	0.7	4	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	GINS4	0.1	9	-21.48
hsa-miR-106b-5p	MCM7	12.0	13	OSTM1	3.0	7	-23.2
hsa-miR-106b-5p	MCM7	12.0	13	CCDC71L	2.0	2	-11.92
hsa-miR-106b-5p	MCM7	12.0	13	UQCRFS1	11.0	1	-17.35
hsa-miR-106b-5p	MCM7	12.0	13	IER3	21.0	2	-22.23
hsa-miR-106b-5p	MCM7	12.0	13	ATG2A	5.0	6	-15.83
hsa-miR-106b-5p	MCM7	12.0	13	ETF1	12.0	9	-14.61
hsa-miR-106b-5p	MCM7	12.0	13	PPP3R1	5.0	3	-17.78
hsa-miR-106b-5p	MCM7	12.0	13	RAB12	5.0	2	-11.61
hsa-miR-106b-5p	MCM7	12.0	13	AKR7A2	16.0	5	-18.05
hsa-miR-106b-5p	MCM7	12.0	13	SH3BP5	0.6	9	-10.0
hsa-miR-106b-5p	MCM7	12.0	13	ATXN7L3B	8.0	1	-16.69
hsa-miR-106b-5p	MCM7	12.0	13	CLTC	10.0	15	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	MAN2B2	6.0	5	-6.13
hsa-miR-106b-5p	MCM7	12.0	13	MCL1	63.0	4	-13.61
hsa-miR-106b-5p	MCM7	12.0	13	CFL2	2.0	6	-17.88
hsa-miR-106b-5p	MCM7	12.0	13	VPS53	1.0	20	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	TMEM200C	0.0	2	-14.12
hsa-miR-106b-5p	MCM7	12.0	13	INPP5F	2.0	7	-15.21
hsa-miR-106b-5p	MCM7	12.0	13	GRK7	0.0	1	-22.02
hsa-miR-106b-5p	MCM7	12.0	13	ATG16L1	3.0	18	-12.77
hsa-miR-106b-5p	MCM7	12.0	13	CAMTA1	1.0	16	-19.01
hsa-miR-106b-5p	MCM7	12.0	13	REV1	3.0	16	-10.78
hsa-miR-106b-5p	MCM7	12.0	13	PEAK1	1.0	12	-20.01
hsa-miR-106b-5p	MCM7	12.0	13	LGSN	0.0	4	-14.67
hsa-miR-106b-5p	MCM7	12.0	13	SAMD9L	1.0	9	-14.53
hsa-miR-106b-5p	MCM7	12.0	13	OTUD4	4.0	10	-15.83
hsa-miR-106b-5p	MCM7	12.0	13	MSMO1	6.0	5	-16.3
hsa-miR-106b-5p	MCM7	12.0	13	RHOC	13.0	19	-15.29
hsa-miR-106b-5p	MCM7	12.0	13	SESN2	4.0	1	-10.36
hsa-miR-106b-5p	MCM7	12.0	13	HBP1	5.0	15	-13.6
hsa-miR-106b-5p	MCM7	12.0	13	ZDHHC20	3.0	10	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	ELAVL2	0.0	8	-14.61
hsa-miR-106b-5p	MCM7	12.0	13	SLC7A11	0.9	2	-21.8
hsa-miR-106b-5p	MCM7	12.0	13	ZNF682	0.8	13	-14.41
hsa-miR-106b-5p	MCM7	12.0	13	FYCO1	4.0	5	-12.42
hsa-miR-106b-5p	MCM7	12.0	13	GTF2IRD2	2.0	7	-6.91
hsa-miR-106b-5p	MCM7	12.0	13	DSPP	0.0	2	-9.49
hsa-miR-106b-5p	MCM7	12.0	13	RAB22A	2.0	2	-14.76
hsa-miR-106b-5p	MCM7	12.0	13	SCD	3.0	1	-12.3
hsa-miR-106b-5p	MCM7	12.0	13	CEP57	5.0	16	-21.74
hsa-miR-106b-5p	MCM7	12.0	13	RPL21	229.0	10	-6.83
hsa-miR-106b-5p	MCM7	12.0	13	UBOX5	2.0	3	-14.78
hsa-miR-106b-5p	MCM7	12.0	13	AGO3	1.0	6	-22.0
hsa-miR-106b-5p	MCM7	12.0	13	LRP12	0.5	7	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	GPR157	2.0	3	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	ZNF280C	0.6	2	-9.68
hsa-miR-106b-5p	MCM7	12.0	13	SSX2IP	0.7	10	-12.88
hsa-miR-106b-5p	MCM7	12.0	13	PDGFB	2.0	4	-11.83
hsa-miR-106b-5p	MCM7	12.0	13	PFKFB2	2.0	10	-16.28
hsa-miR-106b-5p	MCM7	12.0	13	MAP7	6.0	9	-16.67
hsa-miR-106b-5p	MCM7	12.0	13	ZNF202	4.0	9	-11.39
hsa-miR-106b-5p	MCM7	12.0	13	MTPAP	1.0	5	-15.44
hsa-miR-106b-5p	MCM7	12.0	13	ANKS4B	0.1	1	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	SH3GLB1	8.0	5	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	KLF6	17.0	7	-12.19
hsa-miR-106b-5p	MCM7	12.0	13	BTF3L4	4.0	8	-6.26
hsa-miR-106b-5p	MCM7	12.0	13	TSPAN6	4.0	5	-21.8
hsa-miR-106b-5p	MCM7	12.0	13	KIF5C	0.4	5	-15.77
hsa-miR-106b-5p	MCM7	12.0	13	TMEM67	0.9	22	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	TAX1BP1	7.0	13	-11.8
hsa-miR-106b-5p	MCM7	12.0	13	NIPA1	2.0	7	-14.17
hsa-miR-106b-5p	MCM7	12.0	13	FMNL3	0.9	7	-17.79
hsa-miR-106b-5p	MCM7	12.0	13	HSPA4L	2.0	5	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	F2RL3	1.0	2	-22.01
hsa-miR-106b-5p	MCM7	12.0	13	PXK	2.0	14	-10.44
hsa-miR-106b-5p	MCM7	12.0	13	FGFR1OP	1.0	7	-21.65
hsa-miR-106b-5p	MCM7	12.0	13	TPK1	0.2	13	-14.56
hsa-miR-106b-5p	MCM7	12.0	13	FAM210A	1.0	7	-10.67
hsa-miR-106b-5p	MCM7	12.0	13	MTR	6.0	5	-5.96
hsa-miR-106b-5p	MCM7	12.0	13	NARS	16.0	12	-10.88
hsa-miR-106b-5p	MCM7	12.0	13	ZNF681	0.4	3	-11.34
hsa-miR-106b-5p	MCM7	12.0	13	GPRIN3	1.0	2	-22.01
hsa-miR-106b-5p	MCM7	12.0	13	USP3	5.0	21	-10.87
hsa-miR-106b-5p	MCM7	12.0	13	GNB5	1.0	12	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	HAUS8	0.4	8	-13.97
hsa-miR-106b-5p	MCM7	12.0	13	KIAA1147	8.0	2	-12.66
hsa-miR-106b-5p	MCM7	12.0	13	RRAGD	2.0	3	-14.78
hsa-miR-106b-5p	MCM7	12.0	13	UBR5	5.0	13	-15.96
hsa-miR-106b-5p	MCM7	12.0	13	PRRG1	0.5	9	-14.52
hsa-miR-106b-5p	MCM7	12.0	13	ATG2B	6.0	7	-19.4
hsa-miR-106b-5p	MCM7	12.0	13	EIF4G2	35.0	31	-15.36
hsa-miR-106b-5p	MCM7	12.0	13	KIAA1841	0.7	11	-16.01
hsa-miR-106b-5p	MCM7	12.0	13	ACOT9	3.0	8	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	MTMR1	3.0	14	-7.46
hsa-miR-106b-5p	MCM7	12.0	13	ENPP5	2.0	3	-12.83
hsa-miR-106b-5p	MCM7	12.0	13	MTHFD1	6.0	16	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	KLF10	17.0	2	-12.99
hsa-miR-106b-5p	MCM7	12.0	13	MKRN1	13.0	16	-14.55
hsa-miR-106b-5p	MCM7	12.0	13	ATXN1	1.0	10	-17.5
hsa-miR-106b-5p	MCM7	12.0	13	TNFRSF21	5.0	1	-15.11
hsa-miR-106b-5p	MCM7	12.0	13	RGMB	3.0	7	-16.54
hsa-miR-106b-5p	MCM7	12.0	13	LIN7B	2.0	7	-15.87
hsa-miR-106b-5p	MCM7	12.0	13	RNF34	3.0	11	-11.18
hsa-miR-106b-5p	MCM7	12.0	13	CLEC12B	0.0	5	-12.06
hsa-miR-106b-5p	MCM7	12.0	13	SF3B3	5.0	15	-20.01
hsa-miR-106b-5p	MCM7	12.0	13	SRCAP	8.0	5	-11.04
hsa-miR-106b-5p	MCM7	12.0	13	GNS	9.0	9	-18.77
hsa-miR-106b-5p	MCM7	12.0	13	ATAT1	3.0	12	-9.97
hsa-miR-106b-5p	MCM7	12.0	13	MIER2	3.0	6	-11.12
hsa-miR-106b-5p	MCM7	12.0	13	POLR3G	0.6	8	-19.29
hsa-miR-106b-5p	MCM7	12.0	13	ZNF532	1.0	26	-13.99
hsa-miR-106b-5p	MCM7	12.0	13	SMAD4	4.0	17	-9.79
hsa-miR-106b-5p	MCM7	12.0	13	ABHD2	12.0	11	-20.02
hsa-miR-106b-5p	MCM7	12.0	13	FOXK2	4.0	13	-20.33
hsa-miR-106b-5p	MCM7	12.0	13	PTGFRN	6.0	3	-13.56
hsa-miR-106b-5p	MCM7	12.0	13	DNAJB6	3.0	18	-9.86
hsa-miR-106b-5p	MCM7	12.0	13	MXI1	7.0	10	-12.81
hsa-miR-106b-5p	MCM7	12.0	13	MICB	0.4	3	-16.89
hsa-miR-106b-5p	MCM7	12.0	13	PANK3	3.0	3	-17.51
hsa-miR-106b-5p	MCM7	12.0	13	GRPEL2	2.0	4	-10.55
hsa-miR-106b-5p	MCM7	12.0	13	TMOD3	2.0	12	-19.5
hsa-miR-106b-5p	MCM7	12.0	13	ZFYVE9	4.0	5	-10.66
hsa-miR-106b-5p	MCM7	12.0	13	EFCAB14	8.0	6	-14.33
hsa-miR-106b-5p	MCM7	12.0	13	ABHD15	3.0	1	-16.18
hsa-miR-106b-5p	MCM7	12.0	13	DDX5	75.0	35	-10.48
hsa-miR-106b-5p	MCM7	12.0	13	TBL1XR1	5.0	22	-10.4
hsa-miR-106b-5p	MCM7	12.0	13	THEM4	4.0	5	-14.78
hsa-miR-106b-5p	MCM7	12.0	13	SAMD8	2.0	4	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	SPRED1	1.0	3	-13.09
hsa-miR-106b-5p	MCM7	12.0	13	KDM6B	4.0	6	-13.67
hsa-miR-106b-5p	MCM7	12.0	13	RUNDC1	3.0	3	-20.01
hsa-miR-106b-5p	MCM7	12.0	13	ELK4	3.0	5	-15.45
hsa-miR-106b-5p	MCM7	12.0	13	ATP1B3	8.0	10	-16.67
hsa-miR-106b-5p	MCM7	12.0	13	MED18	3.0	5	-14.8
hsa-miR-106b-5p	MCM7	12.0	13	NIN	1.0	18	-14.05
hsa-miR-106b-5p	MCM7	12.0	13	C16orf70	2.0	11	-15.68
hsa-miR-106b-5p	MCM7	12.0	13	TBC1D17	15.0	9	-21.13
hsa-miR-106b-5p	MCM7	12.0	13	LIMA1	6.0	16	-14.9
hsa-miR-106b-5p	MCM7	12.0	13	SSH2	1.0	12	-15.9
hsa-miR-106b-5p	MCM7	12.0	13	HIF1AN	3.0	5	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	ZRANB1	2.0	2	-18.11
hsa-miR-106b-5p	MCM7	12.0	13	SMOC1	2.0	5	-14.81
hsa-miR-106b-5p	MCM7	12.0	13	MYLIP	5.0	2	-13.35
hsa-miR-106b-5p	MCM7	12.0	13	SPTLC2	2.0	6	-18.26
hsa-miR-106b-5p	MCM7	12.0	13	TNKS2	8.0	1	-21.25
hsa-miR-106b-5p	MCM7	12.0	13	FAF2	6.0	6	-16.39
hsa-miR-106b-5p	MCM7	12.0	13	PRMT3	1.0	6	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	ACER2	2.0	1	-7.95
hsa-miR-106b-5p	MCM7	12.0	13	MDM2	4.0	36	-20.01
hsa-miR-106b-5p	MCM7	12.0	13	YTHDC1	9.0	7	-15.25
hsa-miR-106b-5p	MCM7	12.0	13	CYCS	6.0	4	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	ADD1	9.0	28	-20.1
hsa-miR-106b-5p	MCM7	12.0	13	CDKN2AIPNL	9.0	2	-14.36
hsa-miR-106b-5p	MCM7	12.0	13	PPP6C	9.0	4	-13.73
hsa-miR-106b-5p	MCM7	12.0	13	SREK1IP1	2.0	5	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	APC	1.0	10	-19.48
hsa-miR-106b-5p	MCM7	12.0	13	RPF2	5.0	4	-14.4
hsa-miR-106b-5p	MCM7	12.0	13	CES2	5.0	12	-13.89
hsa-miR-106b-5p	MCM7	12.0	13	SALL3	0.0	6	-12.11
hsa-miR-106b-5p	MCM7	12.0	13	FOXK1	2.0	3	-16.17
hsa-miR-106b-5p	MCM7	12.0	13	REST	2.0	9	-17.05
hsa-miR-106b-5p	MCM7	12.0	13	PITPNA	10.0	11	-11.2
hsa-miR-106b-5p	MCM7	12.0	13	KIAA0513	4.0	7	-12.9
hsa-miR-106b-5p	MCM7	12.0	13	POLR3A	2.0	5	-14.56
hsa-miR-106b-5p	MCM7	12.0	13	NFATC2IP	7.0	7	-21.3
hsa-miR-106b-5p	MCM7	12.0	13	EIF4H	72.0	5	-13.43
hsa-miR-106b-5p	MCM7	12.0	13	ZNF264	1.0	6	-18.94
hsa-miR-106b-5p	MCM7	12.0	13	ATG14	4.0	2	-20.39
hsa-miR-106b-5p	MCM7	12.0	13	PURA	2.0	3	-21.89
hsa-miR-106b-5p	MCM7	12.0	13	FBXO48	0.5	1	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	TAF6L	5.0	8	-12.86
hsa-miR-106b-5p	MCM7	12.0	13	UBC	98.0	14	-10.33
hsa-miR-106b-5p	MCM7	12.0	13	CEP97	0.5	6	-12.47
hsa-miR-106b-5p	MCM7	12.0	13	RAD23B	17.0	5	-16.61
hsa-miR-106b-5p	MCM7	12.0	13	CBX5	3.0	6	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	EZH1	6.0	24	-16.24
hsa-miR-106b-5p	MCM7	12.0	13	RRAS2	4.0	12	-15.88
hsa-miR-106b-5p	MCM7	12.0	13	SOD2	12.0	16	-21.8
hsa-miR-106b-5p	MCM7	12.0	13	PDZD11	6.0	4	-9.55
hsa-miR-106b-5p	MCM7	12.0	13	RFXAP	2.0	2	-12.14
hsa-miR-106b-5p	MCM7	12.0	13	WHSC1	2.0	27	-14.84
hsa-miR-106b-5p	MCM7	12.0	13	WIPF2	4.0	10	-22.0
hsa-miR-106b-5p	MCM7	12.0	13	MAPKAPK5	3.0	10	-18.44
hsa-miR-106b-5p	MCM7	12.0	13	PLS1	2.0	12	-12.73
hsa-miR-106b-5p	MCM7	12.0	13	ERGIC2	4.0	12	-16.62
hsa-miR-106b-5p	MCM7	12.0	13	USP28	3.0	15	-14.68
hsa-miR-106b-5p	MCM7	12.0	13	KMT2D	6.0	7	-9.58
hsa-miR-106b-5p	MCM7	12.0	13	LIMK1	2.0	8	-21.96
hsa-miR-106b-5p	MCM7	12.0	13	TANC1	2.0	6	-19.86
hsa-miR-106b-5p	MCM7	12.0	13	RCCD1	4.0	9	-18.14
hsa-miR-106b-5p	MCM7	12.0	13	GRAMD1A	21.0	14	-10.57
hsa-miR-106b-5p	MCM7	12.0	13	BAMBI	2.0	2	-16.94
hsa-miR-106b-5p	MCM7	12.0	13	E2F2	0.0	2	-20.18
hsa-miR-106b-5p	MCM7	12.0	13	USP16	6.0	6	-10.92
hsa-miR-106b-5p	MCM7	12.0	13	OCRL	5.0	4	-15.08
hsa-miR-106b-5p	MCM7	12.0	13	PLXNA1	4.0	4	-16.45
hsa-miR-106b-5p	MCM7	12.0	13	QKI	2.0	17	-9.38
hsa-miR-106b-5p	MCM7	12.0	13	TMEM123	15.0	8	-16.57
hsa-miR-106b-5p	MCM7	12.0	13	HECA	3.0	1	-12.81
hsa-miR-106b-5p	MCM7	12.0	13	AP2B1	10.0	22	-13.65
hsa-miR-106b-5p	MCM7	12.0	13	TNFRSF10B	14.0	8	-16.58
hsa-miR-106b-5p	MCM7	12.0	13	ARHGAP12	7.0	10	-16.55
hsa-miR-106b-5p	MCM7	12.0	13	VPS13C	3.0	10	-11.83
hsa-miR-106b-5p	MCM7	12.0	13	ADAT2	2.0	3	-13.02
hsa-miR-106b-5p	MCM7	12.0	13	U2SURP	6.0	17	-12.48
hsa-miR-106b-5p	MCM7	12.0	13	C7orf60	1.0	3	-15.15
hsa-miR-106b-5p	MCM7	12.0	13	MYO1D	8.0	16	-13.36
hsa-miR-106b-5p	MCM7	12.0	13	CSDE1	45.0	18	-10.68
hsa-miR-106b-5p	MCM7	12.0	13	DCTN6	6.0	6	-8.16
hsa-miR-106b-5p	MCM7	12.0	13	NUP35	2.0	10	-20.21
hsa-miR-106b-5p	MCM7	12.0	13	CENPQ	1.0	1	-13.7
