Gene ID	Gene Name	HUP-T4	KLM-1	MIA Paca-2	PK-45H	PK-45P	PK-59	PK-8	TCC-PAN2	YAPC
ENSG00000256139	RP11-968O1.5	0.2	0.3	0.6	0.5	0.2	0.3	0.2	0.4	1
ENSG00000256148	RP11-809N8.5		0.1						0.1	
ENSG00000256150	RP11-885B4.1							0.2		
ENSG00000256151	RP11-76C10.5		15							
ENSG00000256155	RP11-277P12.9	0.1				0.1		0.1		0.2
ENSG00000256159	RP11-820K3.4				0.1					
ENSG00000256162	SMLR1								0.1	
ENSG00000256164	CCND2-AS1		0.1							
ENSG00000256176	RP11-627K11.3	0.1		0.3				0.1		
ENSG00000256181	AP000438.4									0.1
ENSG00000256185	RP11-612B6.2	0.6	0.3	0.7	2	1	0.4		0.2	0.1
ENSG00000256188	TAS2R30		0.1							
ENSG00000256193	LINC00507	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0.1
ENSG00000256196	RP11-881M11.4	0.2	0.4	0.1	0.1		0.1	0.3	0.1	
ENSG00000256206	RP11-140L24.4				0.1					
ENSG00000256210	AC005255.3	0.2	0.1					0.1	0.1	
ENSG00000256218	RP11-1038A11.2	0.2	0.2	0.1	0.2	0.7		0.2	0.2	0.1
ENSG00000256222	MTRNR2L3		0.1							
ENSG00000256223	ZNF10	0.6	1	0.9	1	0.8	0.8	0.8	0.9	1
ENSG00000256229	ZNF486				2	1			1	
ENSG00000256232	RP11-771K4.1	0.1	0.1	0.1					0.2	0.4
ENSG00000256234	RP11-283G6.4	0.2	0.1	0.1	0.3	0.1	0.1			
ENSG00000256235	SMIM3	2	3	4	5	0.4	2	3	0.6	6
ENSG00000256238	SUPT16HP1		0.1	0.2		0.1				0.1
ENSG00000256248	RP11-123O10.4	0.1	0.1		0.2	0.6	0.2	2		0.1
ENSG00000256249	RP11-324E6.6		0.4							
ENSG00000256250	RP11-989F5.1	0.1		0.1	0.2		0.1		0.1	
ENSG00000256257	CACNA1C-IT2			0.1						
ENSG00000256258	RP11-495K9.9				0.1					
ENSG00000256262	USP30-AS1	0.8	0.3	0.1	0.2	0.5	0.1		0.3	3
ENSG00000256263	DDX11L8	0.1					0.1			
ENSG00000256268	RP11-221N13.3	0.2	2	0.1	3	1	0.5	2	0.3	1
ENSG00000256269	HMBS	17	9	9	11	12	8	16	7	11
ENSG00000256271	CACNA1C-AS2					0.1				0.1
ENSG00000256274	TAS2R64P		0.1		0.1					
ENSG00000256276	RP5-916L7.2		0.1		0.1	0.1				
ENSG00000256278	RP11-182J1.5							0.1		
ENSG00000256280	RP11-466C23.5	0.1	0.2			0.1		0.2	0.1	0.1
ENSG00000256282	RP11-504G3.4	0.2	0.1	0.1	0.2	0.2	0.1	0.3	0.2	0.1
ENSG00000256288	RP11-277P12.10	0.1	0.2	0.9		0.2	5	0.1		
ENSG00000256292	RP11-955H22.1				0.1					
ENSG00000256293	RP11-114F3.2						0.1			
ENSG00000256294	ZNF225	0.5	0.5	0.9	0.6	0.5	0.6	0.4	0.3	0.4
ENSG00000256299	RP11-989F5.3	0.1			0.2		0.1	0.1	0.1	
ENSG00000256304	CCDC150P1	0.1	2	0.9	0.3	0.2	0.9	1	0.3	0.6
ENSG00000256310	NDUFA5P6		0.1							
ENSG00000256312	RP13-977J11.8	0.1		0.9	0.6	0.4	0.2	0.4	0.3	0.2
ENSG00000256314	RP11-338E21.3	0.1	0.1		0.2			0.1	0.1	
ENSG00000256325	RP11-611O2.1						0.1		0.1	
ENSG00000256331	NIFKP3		0.1							
ENSG00000256338	RPL41P2	0.2	0.7	0.9	0.3	0.3	0.7	0.4	1	1
ENSG00000256340	ABCC6P1		0.1	0.2					0.6	
ENSG00000256341	RP11-21A7A.3			0.1				0.1		
ENSG00000256347	OR8R1P		0.1				0.1	0.1	1	
ENSG00000256351	RP1-7G5.5		0.1		0.1			0.2	0.1	
ENSG00000256361	RP11-613F22.6	0.1		0.1						
ENSG00000256377	RP11-1060J15.4		0.2		1	1	0.9	0.1	3	
ENSG00000256379	TRAV8-5	0.2	0.4	0.2	0.7	0.3	0.1	0.2	0.2	0.4
ENSG00000256381	RP11-500M8.4		0.1	0.1	0.2					
ENSG00000256385	UBE2NP1									0.1
ENSG00000256393	RPL41P5	0.1								
ENSG00000256394	ASIC5		0.1							
ENSG00000256399	RP11-274J7.3		0.1							
ENSG00000256417	RP11-1038A11.3	0.1	0.7		0.1	1	0.1		0.1	0.1
ENSG00000256433	RP1-102E24.8	0.4	2	2	1	0.8	0.6	0.5	0.7	0.2
ENSG00000256436	TAS2R31		0.1	0.4	0.2	0.1		0.1	0.1	0.1
ENSG00000256442	RP11-705C15.4		0.2		0.1	0.1				
ENSG00000256443	RP11-794G24.1		0.3				0.1	1		0.1
ENSG00000256448	RP11-809N8.4	0.1	0.1			0.1			0.2	
ENSG00000256450	RP11-424M22.1				0.1					
ENSG00000256452	RP11-667M19.10	0.1	0.3		0.4	0.1		0.5	0.1	0.1
ENSG00000256458	RP11-363J17.1									0.1
ENSG00000256464	YWHABP2	0.2	0.1	0.1	0.2	0.2	0.4	0.1	0.2	0.2
ENSG00000256481	RP11-21A7A.4				0.1			0.2		
ENSG00000256482	RP11-625L16.3				0.1					
ENSG00000256504	RP11-1060J15.7				0.3	0.1	0.1			
ENSG00000256514	AP003419.11	0.1	0.1			0.1			0.3	0.1
ENSG00000256525	POLG2	6	3	4	5	2	3	3	7	3
ENSG00000256537	SMIM10L1	4	12	8	7	5	3	9	4	5
ENSG00000256538	RP11-847H18.3	0.1	0.1	0.3	0.1	0.1		0.1	0.2	0.2
ENSG00000256540	RP11-598F7.6			3				0.3		
ENSG00000256542	RP13-895J2.3		0.2		0.7	6	0.1	0.1	2	0.6
ENSG00000256546	AC156455.1	0.1	0.9				2	0.2	0.6	0.2
ENSG00000256552	RP11-113C12.4		0.1							
ENSG00000256560	LINC01486							0.1		
ENSG00000256564	RP11-424M22.3	0.1			0.3	0.2		0.1		0.1
ENSG00000256566	RP4-734P14.4			0.2		0.1	0.1			
ENSG00000256571	RP11-274J7.2		0.2			0.1		0.2	0.1	
ENSG00000256574	OR13A1									0.1
ENSG00000256576	RP13-977J11.2	0.3	0.3	0.8	0.7	0.4	0.1	1	0.7	0.5
ENSG00000256577	RP11-283I3.2			0.1						
ENSG00000256582	RP11-75L1.1		0.1							
ENSG00000256588	RP11-613F22.8		0.1			0.1		0.1		
ENSG00000256589	ENPP7P5									0.1
ENSG00000256591	RP11-286N22.8	0.6	0.3	0.3	0.3	0.1	0.1	0.3	0.3	0.1
ENSG00000256594	RP11-705C15.2	2	4	0.4	3	3	1	2	0.4	2
ENSG00000256596	RP11-522N14.2	0.3					0.1			0.1
ENSG00000256603	RP11-667M19.2	0.1		0.1	0.1					0.1
ENSG00000256612	CYP2B7P		0.1				0.1	0.1	0.1	
ENSG00000256615	RP11-59N23.3		0.1							
ENSG00000256616	RP11-815J4.6	0.1	0.1	0.1	0.1					
ENSG00000256618	MTRNR2L1						0.3		0.6	0.3
ENSG00000256625	RP11-582E3.4	0.3			0.1	0.1	0.1	0.1	0.2	
ENSG00000256628	ZBTB11-AS1	0.9	1	0.5	0.5	0.6	0.5	0.4	0.6	1
ENSG00000256632	RP13-672B3.2	0.1						0.1	0.2	0.1
ENSG00000256633	RP11-169D4.2		1				0.3			0.9
ENSG00000256637	RP11-76I14.1	0.1	0.1							0.1
ENSG00000256646	RP11-111K18.1	0.1	0.1		0.1	0.1	0.2		0.1	0.1
ENSG00000256650	RERG-IT1				0.2			0.1		
ENSG00000256651	RP11-144O23.8				0.3					
ENSG00000256654	RP11-429A20.4					0.1				
ENSG00000256658	RP11-180M15.4		0.4		0.6	0.1		0.1		0.1
ENSG00000256659	RP13-653N12.2			0.1						
ENSG00000256661	A2ML1-AS1		0.1		0.1					
ENSG00000256663	RP11-424C20.2	4	3	3	4	8	3	2	3	3
ENSG00000256667	KLRAP1	0.7	1	0.4	1	1	0.4	0.6	0.6	0.3
ENSG00000256670	RP11-338E21.1		0.1						0.1	0.3
ENSG00000256673	RP11-599J14.2	1	2	1	2	1	3	1	2	0.4
ENSG00000256678	RP11-611O2.2		0.1	0.1						
ENSG00000256681	CCDC58P5				0.1		0.1	0.1		
ENSG00000256683	ZNF350	1	2	1	1	2	3	1	1	1
ENSG00000256686	RP11-443N24.2			0.7						
ENSG00000256690	RP11-727F15.9	1	1	0.6	2	0.4	0.9	1	2	0.1
ENSG00000256694	RP11-598F7.5			4			0.1	0.4		
ENSG00000256704	SDCCAG3P1		0.2		0.1					
ENSG00000256705	CTD-2017C7.1				0.1		0.1		0.1	
ENSG00000256712	RP11-785H5.2	0.1		0.1	0.1			0.1		
ENSG00000256714	RP11-73M14.1					0.1	0.1			
ENSG00000256717	AP000797.3				0.1					
ENSG00000256732	RP11-407A16.3		0.1							
ENSG00000256733	RP11-881M11.8		0.7			0.6	0.1			
ENSG00000256734	RP11-613F22.7		0.2							
ENSG00000256742	RP13-941N14.1	0.1	0.4	0.2	0.2	0.1	0.2	0.2	0.1	
ENSG00000256745	RP11-680H20.1		0.1		0.1		0.1	0.1		
ENSG00000256746	RP11-17G12.3	0.2	0.1	0.2	0.2		0.2	0.4	0.1	
ENSG00000256747	RP11-860B13.1								0.1	0.1
ENSG00000256751	PLBD1-AS1	1	0.8	4	8	2	2	1	2	2
ENSG00000256757	RP11-159N11.3									0.1
ENSG00000256762	STH				0.1					
ENSG00000256771	ZNF253	1		3	1	2	0.9	1	1	3
ENSG00000256779	RP11-60C6.5		0.1		0.1	0.1	0.1	0.1		0.1
ENSG00000256783	RP11-503G7.1								0.1	
ENSG00000256789	RP11-697H9.2				0.1		0.1	0.1		
ENSG00000256790	RP11-429A20.3				0.1					
ENSG00000256797	KLRF2				0.1					
ENSG00000256799	RP11-500M8.6				0.2					
ENSG00000256802	RP11-680F8.1	0.9	0.1	0.1	1	0.7	2		4	3
ENSG00000256806	C17orf100	0.6	1	1	1	1	2	0.8	0.5	1
ENSG00000256811	RP11-7M8.2									0.1
ENSG00000256812	CAPNS2		6		0.1		0.2	0.8	0.1	
ENSG00000256824	RP11-21A7A.2							0.1		
ENSG00000256826	AC138744.2				0.3	0.4	0.1		0.1	0.1
ENSG00000256827	RP11-214K3.5	0.1	0.1		0.3	0.1	0.1	0.2		
ENSG00000256843	RP11-467L13.4						0.3			
ENSG00000256862	RP11-664D1.1		0.1							
ENSG00000256875	RP11-503G7.2									0.1
ENSG00000256894	RP11-283G6.3	4	2	0.8	2	1	0.5	2	0.1	0.3
ENSG00000256897	RP11-17G12.2	0.8	0.6	0.6	0.7	0.3	0.2	1	0.2	0.1
ENSG00000256898	RP11-707G14.8	0.1	0.1			0.1		0.1		
ENSG00000256902	IQSEC3P1					0.1	0.1			
ENSG00000256904	A2ML1-AS2				0.1		0.1	0.1		
ENSG00000256912	RP11-75L1.6					0.2		0.3	0.1	
ENSG00000256915	RP11-221N13.4		0.4		0.5		0.1	1	0.1	0.2
ENSG00000256916	RP11-817J15.2		0.2							0.1
ENSG00000256940	RP11-783K16.5	4	11	1	3	3	8	12	6	2
ENSG00000256943	RP13-895J2.2		0.1		0.1	2		0.1	0.6	0.2
ENSG00000256944	RP11-881M11.1		0.1				0.1			
ENSG00000256950	RP11-87C12.2	0.1							0.1	
ENSG00000256953	RP11-6B19.2	0.1								
ENSG00000256955	RP11-417L19.2		0.1		0.1	0.1	0.1		0.1	0.2
ENSG00000256963	RP11-216P16.4		0.1							0.1
ENSG00000256966	RP11-613M10.8	0.2	0.2	0.3	0.2	0.3	0.1	0.5	0.1	0.1
ENSG00000256967	RP11-273B20.1	2	1	4	4	4	0.8	3	2	1
ENSG00000256968	SNRPEP2								0.1	
ENSG00000256973	RP11-359J14.2	0.3	0.2	0.3	0.5	0.2	0.1	0.4	0.2	
ENSG00000256975	RP11-525E9.1		0.2							
ENSG00000256980	KHDC1L		2				0.1		0.1	
ENSG00000256981	TAS2R18			0.1	0.1					
ENSG00000256982	CTD-2555A7.2	0.1	0.1		1	4	0.1	0.1	1	
ENSG00000256984	RP11-551L14.6	2	3	1	3	1	2	0.8	2	0.8
ENSG00000257002	AP000438.2									0.1
ENSG00000257004	RP11-180M15.3	0.1	0.3	0.2	0.4	0.3	0.2	0.2	0.4	
ENSG00000257009	RP11-685B13.2			0.1					0.1	
ENSG00000257021	HSPE1P20		0.1							
ENSG00000257022	RP11-729I10.2							0.1		
ENSG00000257023	RP11-268P4.4			0.1						
ENSG00000257027	RP11-705C15.3	1	2	0.3	2	2	0.5	1	0.3	0.9
ENSG00000257038	RP11-800A3.7	0.2	0.2	0.3	0.2	0.2	0.3	0.2	0.1	0.2
ENSG00000257042	RP11-993B23.3		0.2				0.4	0.5		
ENSG00000257043	RP11-137N23.1		0.1							
ENSG00000257046	RP11-545J16.1					0.1		0.1		
ENSG00000257048	RP11-476M19.2					0.2		0.1		0.3
ENSG00000257052	RP11-881M11.2		0.1	0.1		0.1		0.1	0.1	0.1
ENSG00000257057	C11orf97									0.2
ENSG00000257058	RP11-864I4.4	0.1		0.5	0.6	0.2		0.1	0.2	
ENSG00000257060	RP11-266O8.1									0.3
ENSG00000257062	RP11-125O5.2			0.1				0.1		
ENSG00000257069	RP11-783K16.10						0.1		0.1	
ENSG00000257070	RP11-667M19.4		0.1		0.2			0.1		
ENSG00000257074	RPL29P33				0.1					0.1
ENSG00000257084	U47924.27	3	5			0.8	0.5	8	0.2	4
ENSG00000257086	RP11-783K16.13	4	2	1	3	2	2	3	5	3
ENSG00000257093	KIAA1147	8	5	7	10	38	3	5	0.3	6
ENSG00000257097	CLIP1-AS1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000257103	LSM14A	23	29	49	15	30	32	23	34	47
ENSG00000257108	NHLRC4		0.1	0.4	0.2		0.1		0.1	0.2
ENSG00000257110	AC020931.1		0.3		0.3	0.3	0.2	0.2	0.1	0.2
ENSG00000257113	RP11-274M17.2					0.1				0.1
ENSG00000257114	RP11-25I15.3	0.1	0.4	0.1	0.1		0.2		0.4	0.7
ENSG00000257121	RP11-129B9.2	0.1		0.1				0.1	0.1	
ENSG00000257122	RRN3P3	2	0.8	0.7	2	2	1	2	1	1
ENSG00000257125	KRT127P						0.1			
ENSG00000257126	FOXG1-AS1				0.1		0.1			
ENSG00000257135	RP11-320M2.1	0.2	0.1	0.4	1	0.5	0.6	0.1	1	0.2
ENSG00000257137	C12orf80		0.2		0.1	0.1	0.2	0.1		0.2
ENSG00000257138	TAS2R38		0.2							0.6
ENSG00000257139	RP11-320P7.2		0.1			0.1		0.1		
ENSG00000257150	PGAM1P5	0.2	0.1		0.1	0.1	0.4	0.1	0.1	0.1
ENSG00000257151	PWAR6			0.7	0.3	0.1				
ENSG00000257155	CTD-2213F21.3		0.1							
ENSG00000257159	RP11-58A17.3	0.1	0.1	0.1				0.1	0.1	0.1
ENSG00000257164	RP11-25I15.2						0.1	0.1		
ENSG00000257167	TMPO-AS1	3	3	1	2	2	2	3	2	4
ENSG00000257175	RP11-536C10.12			0.1				0.1		
ENSG00000257176	RP11-996F15.2	0.5	0.2	0.1	0.2	0.2	0.2	0.2	0.2	0.1
ENSG00000257178	RP11-357H14.16	0.2		0.1	0.1	0.1			0.1	
ENSG00000257183	RP11-274M17.3				0.1					
ENSG00000257184	HOXA10-HOXA9	0.1							0.1	
ENSG00000257191	RP11-390N6.1		0.1							0.1
ENSG00000257193	RP11-818F20.4		0.1							
ENSG00000257194	RP11-567C2.1				0.1	0.2			0.1	
ENSG00000257207	AC108938.5	0.4	0.2		0.2	0.2	0.5	0.3	0.2	0.3
ENSG00000257210	NACAP3									0.1
ENSG00000257218	GATC	6	9	7	5	5	8	10	7	6
ENSG00000257219	RP11-54A9.1		0.1		4	0.1	0.5	0.4		
ENSG00000257221	RP11-689B22.2		0.1		0.1		0.1		0.1	
ENSG00000257222	RP11-554E23.4	0.8	1	0.1	0.5	0.6	1	0.8	2	0.5
ENSG00000257228	RP11-413B19.2				0.1		0.1		0.1	
ENSG00000257230	RP11-272B17.2						0.7			
ENSG00000257231	DYNLL1P4	0.1	0.1				0.1			
ENSG00000257241	RP11-611E13.3		0.1							0.1
ENSG00000257242	LINC01619	0.1					0.2			
ENSG00000257243	RP11-133N21.7	0.1	0.2		0.1	0.3	0.1	0.3	0.4	
ENSG00000257246	PHBP19		0.1				0.1	0.1	0.2	0.1
ENSG00000257252	RP11-486A14.2	0.1	0.4	0.5	0.1	0.1	0.7	0.4	0.6	0.5
ENSG00000257253	RP11-70F11.7		0.5							
ENSG00000257256	RP3-405J10.4	0.2						0.1	0.2	
ENSG00000257258	RP11-946L16.1	0.1		0.1	0.1	0.1	0.1		0.5	
ENSG00000257261	RP11-96H19.1	0.4	2	2	0.5	0.7	2	0.4	0.8	2
ENSG00000257262	RP11-776A13.1	0.1			0.1	0.1			0.1	
ENSG00000257264	MIR3179-1	0.1	0.4	0.2		0.2	0.2	0.3	0.2	
ENSG00000257265	CTD-2021H9.1						0.1		0.1	
ENSG00000257267	ZNF271P	3	2	9	5	2	3	2	1	2
ENSG00000257270	RP11-521B24.5	5	7	3	5	3	5	8	7	4
ENSG00000257271	KIRREL3-AS1		0.1							
ENSG00000257279	RP11-231I16.1			0.1			0.1	0.1	0.1	
ENSG00000257283	RP11-1060G2.1	0.1	0.1	0.1	0.3	0.1	0.4	0.2	0.1	
ENSG00000257285	RP11-298I3.1	0.6	0.3	0.8	1	0.6	0.5	0.5	0.4	0.4
ENSG00000257288	RP11-557F20.2									0.1
ENSG00000257294	RP11-316A16.1	0.1	0.1	0.2		0.1	0.1	0.2	0.1	0.1
ENSG00000257298	RP3-405J10.3	0.2	0.1	0.1	0.2	0.1	0.1	0.3	0.1	0.1
ENSG00000257302	FAHD2P1	0.1	0.3				5	0.8	0.6	0.1
ENSG00000257303	RP11-977G19.11	0.8	1	0.1	1	1	1	3	2	0.9
ENSG00000257307	RP11-317N8.4				0.1			0.1		
ENSG00000257310	RP11-496I2.2							0.1		
ENSG00000257315	ZBED6	6	5	5	3	3	2	3	2	1
ENSG00000257322	RP11-511B23.2		0.3				0.1			0.2
ENSG00000257327	RP11-650K20.3	0.2	0.4	0.1	0.4	0.2	0.2	0.1	0.2	0.2
ENSG00000257329	RP11-290L1.5		0.8	0.1	0.1	0.2		0.1	0.1	0.8
ENSG00000257335	MGAM		0.1				0.1	0.4	0.1	0.1
ENSG00000257336	PRELID2P1		0.1							
ENSG00000257337	RP11-983P16.4	0.6	1	0.7	0.6	0.5	0.4	1	1	1
ENSG00000257341	AL928654.7	0.1			0.1				0.1	
ENSG00000257354	RP11-631N16.2	0.3	0.2	0.3	0.2	0.1	0.1	0.3	0.4	0.1
ENSG00000257355	CTD-2006C1.10			0.1				0.2	0.1	
ENSG00000257359	RP11-780K2.1								0.1	
ENSG00000257365	FNTB	3	4	2	3	3	4	6	3	5
ENSG00000257373	RP11-547C5.2		0.1				0.1	0.1		
ENSG00000257376	RP11-328C8.2									0.1
ENSG00000257379	RP11-793H13.8	0.3	0.1		0.1				0.1	0.1
ENSG00000257384	RP11-644F5.12		0.1		0.3	0.1				
ENSG00000257389	RP11-153F5.3		0.2						0.1	
ENSG00000257390	RP11-762I7.5	0.1	0.1		0.1	0.1	0.2	0.1	0.1	0.1
ENSG00000257391	MIR3180-4					0.2				
ENSG00000257398	RP11-554D14.6		0.1							
ENSG00000257403	CTD-2547E10.3		0.1		0.2	0.1	0.2	0.4	0.1	0.1
ENSG00000257404	RP11-153F5.2		0.1							
ENSG00000257411	RP11-603J24.9								0.1	
ENSG00000257426	RP11-554D14.3		0.2							
ENSG00000257433	RP1-197B17.3	0.1	0.3	0.1	0.1	0.1	0.1	0.2	0.2	0.1
ENSG00000257434	RP11-81K13.1									0.1
ENSG00000257438	RP11-114F10.3							0.1		
ENSG00000257443	RP11-150C16.1	0.3	0.2		0.1	0.1		0.3	0.1	0.6
ENSG00000257446	ZNF878	0.1	0.3	0.3	0.3			0.7	0.3	0.1
ENSG00000257449	RP11-603J24.4	0.1	0.1	0.1	0.1		0.1	0.2		0.1
ENSG00000257452	RP1-71H24.1	0.1	0.1	0.1		0.1	0.1	0.2	0.1	
ENSG00000257453	RP11-290L1.3		0.3	0.1	0.2	0.2	0.3	0.4	0.5	
ENSG00000257454	CTD-2021H9.2						0.1			
ENSG00000257464	RP11-161H23.8	0.2			0.1				0.2	
ENSG00000257470	RP11-397H6.1									0.1
ENSG00000257474	RP11-359M6.1			0.1			0.2			
ENSG00000257475	RP11-983P16.2	0.1	0.3	0.1	0.2	0.4	0.2	0.3	0.6	0.1
ENSG00000257488	RP5-1057I20.2		0.1			0.1				
ENSG00000257489	RP11-175P13.3	1	0.6	0.4	0.6	0.2	0.9	0.6	0.2	0.4
ENSG00000257495	KRT73-AS1								0.1	0.1
ENSG00000257496	RP11-474P2.4	0.1	0.4	0.1	0.3	0.1	0.1	0.1		0.2
ENSG00000257497	RP11-585P4.5	0.3	0.6	1	0.3	0.3	0.6	0.3	0.5	0.3
ENSG00000257501	RP11-1016B18.1									0.1
ENSG00000257503	CYB5AP5									0.1
ENSG00000257507	RP11-956E11.1		0.1						0.1	
ENSG00000257509	RP11-762I7.4	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.2	
ENSG00000257511	RP11-278C7.1	0.3	0.5	0.6	0.7	0.2	0.3	0.5	0.5	0.1
ENSG00000257512	RP11-486A14.1	0.1	0.9	0.1	0.1	0.2	2	1	2	2
ENSG00000257513	NPIPB1P				0.1					
ENSG00000257515	RP11-498M15.1		0.4	0.1				3		
ENSG00000257524	RP11-203J24.9	0.1		0.6	0.4	0.1	0.2	0.1	0.1	0.1
ENSG00000257526	RP11-20E24.1	0.1	0.5	0.1	0.2	0.2	0.3	0.1	0.7	0.8
ENSG00000257527	MIR3179-3		0.3	0.2	0.1	0.2		0.2	0.2	0.2
ENSG00000257529	RPL36A-HNRNPH2	0.1	0.1	0.2	0.1		0.2	0.1		0.1
ENSG00000257530	RP11-843B15.2			0.1	0.1					0.1
ENSG00000257531	RP3-405J10.2	0.2								
ENSG00000257534	RP11-834C11.10	0.1		0.1					0.1	
ENSG00000257539	HSPA8P14	0.1	0.3							
ENSG00000257543	RP11-321F8.4	0.1	0.2	1	0.5	0.3	0.3	0.2	0.4	0.1
ENSG00000257545	RP11-144F15.1	0.1	0.1	0.1		0.1	0.2	0.1	0.1	0.1
ENSG00000257548	RP11-797M17.1							0.1		
ENSG00000257551	HLX-AS1				0.2	0.2				
ENSG00000257556	RP11-44N21.1	0.1	2	0.8	1	0.7	2	3	4	2
ENSG00000257557	RP11-84G21.1	0.6	0.4	0.4	0.4	0.5	0.4	0.4	0.4	0.4
ENSG00000257564	RP11-123M21.2			0.1						
ENSG00000257568	RP11-863H1.1			0.1						
ENSG00000257569	GSTP1P1					0.1	0.1	0.1		0.1
ENSG00000257576	RP11-153M3.1	0.3	0.6	0.4	0.7	0.4	0.2	0.1	0.1	0.1
ENSG00000257582	LINC01475						0.2			
ENSG00000257588	RP11-469H8.6	0.1			0.5	0.1		0.1	0.1	0.9
ENSG00000257591	ZNF625	0.1		0.1	0.2				0.1	
ENSG00000257594	GALNT4	1	0.1	0.2	0.2	0.2	0.4	0.5	1	0.3
ENSG00000257595	RP3-473L9.4	0.3	2						0.5	0.9
ENSG00000257596	RP11-968A15.2	1	1	0.5	0.6	0.4	0.9	0.7	2	0.4
ENSG00000257604	RP11-359M6.2	0.2	0.1			0.1	0.1	0.1		
ENSG00000257605	RP11-680A11.5	0.5	1	1	3	0.8	0.6	2	1	0.3
ENSG00000257613	LINC01481	0.1	0.1	0.1			0.1		0.1	
ENSG00000257614	RP11-116N8.2	0.2	0.1	0.1	0.4	0.1		0.4	0.2	0.1
ENSG00000257621	PSMA3-AS1	3	4	2	3	3	3	9	3	4
ENSG00000257622	RP11-44N21.4								0.1	
ENSG00000257624	RP1-128M12.3	0.1	0.2	0.3	0.2	0.1	0.1		0.1	
ENSG00000257629	RP11-13A1.2		0.1							
ENSG00000257636	RP11-1103G16.1		2	0.1						
ENSG00000257639	CTB-31N19.2		0.3		0.2	0.2	0.7	0.1	0.1	0.7
ENSG00000257642	RP11-474B16.1	0.1	0.1		0.4	0.1	0.4		4	0.1
ENSG00000257643	RP11-278C7.2			0.1						
ENSG00000257645	RP11-804F13.2	0.1								
ENSG00000257647	RP11-701H24.3			0.7	0.1	0.1				
ENSG00000257649	METTL7AP1						0.2			
ENSG00000257660	RP11-579D7.4	0.3	0.3			0.1	0.1	0.7	0.4	0.2
ENSG00000257662	EIF4A1P12		0.1		0.4	0.1		0.4	0.3	
ENSG00000257671	RP3-416H24.1	39	8		9	7	5	33	0.1	7
ENSG00000257674	RP11-76E16.2			0.1			0.1			
ENSG00000257675	BTBD10P1				0.1					
ENSG00000257681	RP11-341G23.4	0.4	0.7	0.3	0.6	0.1	0.2	0.7	0.3	
ENSG00000257691	RP11-345J4.1		0.2					0.1		
ENSG00000257696	RP11-175P13.2	0.1	0.1		0.1	0.3	0.1	0.4	0.3	0.1
ENSG00000257698	RP11-620J15.3	0.2	2	5	2	2	1	0.6	2	3
ENSG00000257702	LBX2-AS1	1	3	6	7	3	1	0.3	7	2
ENSG00000257704	INAFM1	4	2	3	3	4	5	3	4	4
ENSG00000257711	RP11-482D24.2			0.1	0.1		0.1			
ENSG00000257718	RP11-396F22.1	0.3	0.5	0.6	0.9	1	1	2	1	1
ENSG00000257727	CNPY2	4	7	6	4	4	4	9	9	6
ENSG00000257732	RP11-818F20.5		9	0.4	2	0.7	0.3		0.1	0.3
ENSG00000257735	RP11-370I10.6	0.1								
ENSG00000257740	RP11-977G19.12	2	2	1	1	1	1	1	4	2
ENSG00000257743	MGAM2								7	0.6
ENSG00000257746	RP11-202G11.2		0.1				0.1	0.1		0.1
ENSG00000257752	RP11-474L23.3	0.1		0.1	0.2	0.2	0.1	0.2		
ENSG00000257759	RP11-486O13.4	0.2	2	0.4	0.2	0.1	0.1	0.8	0.1	0.5
ENSG00000257761	RP11-186F10.2				0.1					
ENSG00000257763	OR5BK1P		0.1		0.1					
ENSG00000257767	RP11-162P23.2			0.1						
ENSG00000257769	CTB-193M12.1							0.1		
ENSG00000257771	RP11-70F11.8				0.1					
ENSG00000257773	ST13P3	0.3	0.4	0.4	0.5	0.1	0.1	0.1	0.1	0.1
ENSG00000257786	AKIRIN1P1							0.1		
ENSG00000257790	EIF4A1P4			0.1						
ENSG00000257800	FNBP1P1	1	2	0.7	0.9	1	0.8	2	1	0.8
ENSG00000257802	RP11-2H8.4									0.1
ENSG00000257803	RP11-575G13.2			0.2	0.2	0.2				
ENSG00000257808	RP11-1136G11.8				0.1					0.1
ENSG00000257809	RP11-603J24.14	0.1			0.1				0.2	0.2
ENSG00000257815	LINC01481	0.7	0.9	0.5	0.7	0.8	0.9	0.3	0.6	0.8
ENSG00000257817	RP4-601P9.2									0.1
ENSG00000257818	C1GALT1P1		0.1							0.1
ENSG00000257826	RP11-116N8.4			0.1						
ENSG00000257829	RP11-845M18.6	0.8	3	0.1	2	3	20	0.2	0.3	0.2
ENSG00000257830	RP11-845M18.7	0.1	0.5		0.2	0.1	0.5	0.1		0.1
ENSG00000257831	RP11-596D21.1	0.2	0.1	0.2	0.1		0.1	0.1	0.1	
ENSG00000257838	RP11-368J21.3									0.1
ENSG00000257847	LSM3P2	0.1							0.1	
ENSG00000257849	RP11-547C5.1		0.1	0.2			0.1		0.1	0.3
ENSG00000257851	HNRNPA3P10			0.1			0.1		0.1	
ENSG00000257852	RP11-843B15.1						0.1			
ENSG00000257864	RP11-46I1.2	0.1								
ENSG00000257869	CTD-2591A6.2		0.1						0.7	0.1
